2024-04-08 10:01:10.523715 connection.mysql_connection [INFO] =================================================
2024-04-08 10:02:46.864618 root [DEBUG] ['3.36E+0', 'kgCO₂e']
2024-04-08 10:02:47.019509 root [DEBUG] 3.35E+0 kgCO₂e
2024-04-08 10:02:47.020796 root [DEBUG] ['3.35E+0', 'kgCO₂e']
2024-04-08 10:02:47.162022 root [DEBUG] 6.50E-1 kgCO₂e
2024-04-08 10:02:47.164914 root [DEBUG] ['6.50E-1', 'kgCO₂e']
2024-04-08 10:02:47.309967 root [DEBUG] 2.92E+0 kgCO₂e
2024-04-08 10:02:47.311325 root [DEBUG] ['2.92E+0', 'kgCO₂e']
2024-04-08 10:02:47.458329 root [DEBUG] 3.01E+0 kgCO₂e
2024-04-08 10:02:47.460227 root [DEBUG] ['3.01E+0', 'kgCO₂e']
2024-04-08 10:02:47.620172 root [DEBUG] 2.58E+0 kgCO₂e
2024-04-08 10:02:47.621214 root [DEBUG] ['2.58E+0', 'kgCO₂e']
2024-04-08 10:02:47.770346 root [DEBUG] 4.69E-1 kgCO₂e
2024-04-08 10:02:47.771275 root [DEBUG] ['4.69E-1', 'kgCO₂e']
2024-04-08 10:02:47.912076 root [DEBUG] 2.25E+0 kgCO₂e
2024-04-08 10:02:47.912851 root [DEBUG] ['2.25E+0', 'kgCO₂e']
2024-04-08 10:02:48.058308 root [DEBUG] 4.91E-1 kgCO₂e
2024-04-08 10:02:48.060862 root [DEBUG] ['4.91E-1', 'kgCO₂e']
2024-04-08 10:02:48.208564 root [DEBUG] 2.97E+0 kgCO₂e
2024-04-08 10:02:48.209384 root [DEBUG] ['2.97E+0', 'kgCO₂e']
2024-04-08 10:02:48.352521 root [DEBUG] 4.03E-1 kgCO₂e
2024-04-08 10:02:48.353301 root [DEBUG] ['4.03E-1', 'kgCO₂e']
2024-04-08 10:02:48.493900 root [DEBUG] 1.02E+0 kgCO₂e
2024-04-08 10:02:48.495823 root [DEBUG] ['1.02E+0', 'kgCO₂e']
2024-04-08 10:02:48.648129 root [DEBUG] 2.02E+0 kgCO₂e
2024-04-08 10:02:48.650778 root [DEBUG] ['2.02E+0', 'kgCO₂e']
2024-04-08 10:02:48.794489 root [DEBUG] 3.99E+0 kgCO₂e
2024-04-08 10:02:48.796094 root [DEBUG] ['3.99E+0', 'kgCO₂e']
2024-04-08 10:02:48.941803 root [DEBUG] 1.30E+2 kgCO₂e
2024-04-08 10:02:48.943548 root [DEBUG] ['1.30E+2', 'kgCO₂e']
2024-04-08 10:02:49.092406 root [DEBUG] 2.12E-1 kgCO₂e
2024-04-08 10:02:49.094171 root [DEBUG] ['2.12E-1', 'kgCO₂e']
2024-04-08 10:02:49.236930 root [DEBUG] 2.55E+0 kgCO₂e
2024-04-08 10:02:49.239379 root [DEBUG] ['2.55E+0', 'kgCO₂e']
2024-04-08 10:02:49.385287 root [DEBUG] 1.36E+0 kgCO₂e
2024-04-08 10:02:49.386186 root [DEBUG] ['1.36E+0', 'kgCO₂e']
2024-04-08 10:02:49.532697 root [DEBUG] 2.31E+0 kgCO₂e
2024-04-08 10:02:49.533412 root [DEBUG] ['2.31E+0', 'kgCO₂e']
2024-04-08 10:02:49.676679 root [DEBUG] 4.36E+0 kgCO₂e
2024-04-08 10:02:49.677423 root [DEBUG] ['4.36E+0', 'kgCO₂e']
2024-04-08 10:02:49.822254 root [DEBUG] 4.09E+0 kgCO₂e
2024-04-08 10:02:49.823067 root [DEBUG] ['4.09E+0', 'kgCO₂e']
2024-04-08 10:02:49.972629 root [DEBUG] 4.45E+0 kgCO₂e
2024-04-08 10:02:49.973601 root [DEBUG] ['4.45E+0', 'kgCO₂e']
2024-04-08 10:02:50.116909 root [DEBUG] 5.50E-1 kgCO₂e
2024-04-08 10:02:50.117723 root [DEBUG] ['5.50E-1', 'kgCO₂e']
2024-04-08 10:02:50.257905 root [DEBUG] 7.50E-2 kgCO₂e
2024-04-08 10:02:50.258749 root [DEBUG] ['7.50E-2', 'kgCO₂e']
2024-04-08 10:02:50.400862 root [DEBUG] 3.60E+2 kgCO₂e
2024-04-08 10:02:50.402092 root [DEBUG] ['3.60E+2', 'kgCO₂e']
2024-04-08 10:02:50.545723 root [DEBUG] 3.00E+0 kgCO₂e
2024-04-08 10:02:50.547541 root [DEBUG] ['3.00E+0', 'kgCO₂e']
2024-04-08 10:02:50.686609 root [DEBUG] 3.31E+0 kgCO₂e
2024-04-08 10:02:50.687844 root [DEBUG] ['3.31E+0', 'kgCO₂e']
2024-04-08 10:02:50.829533 root [DEBUG] 4.33E+0 kgCO₂e
2024-04-08 10:02:50.830829 root [DEBUG] ['4.33E+0', 'kgCO₂e']
2024-04-08 10:02:50.974386 root [DEBUG] 4.65E+2 kgCO₂e
2024-04-08 10:02:50.975699 root [DEBUG] ['4.65E+2', 'kgCO₂e']
2024-04-08 10:02:51.116354 root [DEBUG] 3.36E+2 kgCO₂e
2024-04-08 10:02:51.117635 root [DEBUG] ['3.36E+2', 'kgCO₂e']
2024-04-08 10:02:51.260099 root [DEBUG] 5.30E-1 kgCO₂e
2024-04-08 10:02:51.260767 root [DEBUG] ['5.30E-1', 'kgCO₂e']
2024-04-08 10:02:51.405015 root [DEBUG] 1.06E+0 kgCO₂e
2024-04-08 10:02:51.407262 root [DEBUG] ['1.06E+0', 'kgCO₂e']
2024-04-08 10:02:51.553251 root [DEBUG] 2.38E+0 kgCO₂e
2024-04-08 10:02:51.556384 root [DEBUG] ['2.38E+0', 'kgCO₂e']
2024-04-08 10:02:51.696731 root [DEBUG] 5.90E-1 kgCO₂e
2024-04-08 10:02:51.697845 root [DEBUG] ['5.90E-1', 'kgCO₂e']
2024-04-08 10:02:51.843659 root [DEBUG] 1.18E+0 kgCO₂e
2024-04-08 10:02:51.844970 root [DEBUG] ['1.18E+0', 'kgCO₂e']
2024-04-08 10:02:51.990508 root [DEBUG] 2.65E+0 kgCO₂e
2024-04-08 10:02:51.991606 root [DEBUG] ['2.65E+0', 'kgCO₂e']
2024-04-08 10:02:52.145850 root [DEBUG] 1.21E-1 kgCO₂e
2024-04-08 10:02:52.146750 root [DEBUG] ['1.21E-1', 'kgCO₂e']
2024-04-08 10:02:52.312394 root [DEBUG] 2.53E-1 kgCO₂e
2024-04-08 10:02:52.313805 root [DEBUG] ['2.53E-1', 'kgCO₂e']
2024-04-08 10:02:52.459189 root [DEBUG] 3.04E-1 kgCO₂e
2024-04-08 10:02:52.460834 root [DEBUG] ['3.04E-1', 'kgCO₂e']
2024-04-08 10:02:52.603948 root [DEBUG] 9.81E-1 kgCO₂e
2024-04-08 10:02:52.607619 root [DEBUG] ['9.81E-1', 'kgCO₂e']
2024-04-08 10:02:52.750190 root [DEBUG] 8.35E-1 kgCO₂e
2024-04-08 10:02:52.751515 root [DEBUG] ['8.35E-1', 'kgCO₂e']
2024-04-08 10:02:52.895541 root [DEBUG] 8.34E-1 kgCO₂e
2024-04-08 10:02:52.896756 root [DEBUG] ['8.34E-1', 'kgCO₂e']
2024-04-08 10:02:53.039008 root [DEBUG] 2.00E+2 kgCO₂e
2024-04-08 10:02:53.040876 root [DEBUG] ['2.00E+2', 'kgCO₂e']
2024-04-08 10:02:53.182078 root [DEBUG] 2.24E+2 kgCO₂e
2024-04-08 10:02:53.183642 root [DEBUG] ['2.24E+2', 'kgCO₂e']
2024-04-08 10:02:53.352287 root [DEBUG] 2.38E+2 kgCO₂e
2024-04-08 10:02:53.356361 root [DEBUG] ['2.38E+2', 'kgCO₂e']
2024-04-08 10:02:53.506424 root [DEBUG] 3.46E+2 kgCO₂e
2024-04-08 10:02:53.508736 root [DEBUG] ['3.46E+2', 'kgCO₂e']
2024-04-08 10:02:53.666356 root [DEBUG] 2.52E+2 kgCO₂e
2024-04-08 10:02:53.667310 root [DEBUG] ['2.52E+2', 'kgCO₂e']
2024-04-08 10:02:53.810711 root [DEBUG] 3.38E+2 kgCO₂e
2024-04-08 10:02:53.812726 root [DEBUG] ['3.38E+2', 'kgCO₂e']
2024-04-08 10:02:53.962210 root [DEBUG] 3.75E+2 kgCO₂e
2024-04-08 10:02:53.963615 root [DEBUG] ['3.75E+2', 'kgCO₂e']
2024-04-08 10:02:54.110199 root [DEBUG] 4.07E+2 kgCO₂e
2024-04-08 10:02:54.111502 root [DEBUG] ['4.07E+2', 'kgCO₂e']
2024-04-08 10:02:54.250280 root [DEBUG] 3.70E+2 kgCO₂e
2024-04-08 10:02:54.251054 root [DEBUG] ['3.70E+2', 'kgCO₂e']
2024-04-08 10:02:54.388177 root [DEBUG] 1.29E-1 kgCO₂e
2024-04-08 10:02:54.391055 root [DEBUG] ['1.29E-1', 'kgCO₂e']
2024-04-08 10:02:54.541993 root [DEBUG] 1.29E-1 kgCO₂e
2024-04-08 10:02:54.543076 root [DEBUG] ['1.29E-1', 'kgCO₂e']
2024-04-08 10:02:54.688128 root [DEBUG] 1.34E-1 kgCO₂e
2024-04-08 10:02:54.690351 root [DEBUG] ['1.34E-1', 'kgCO₂e']
2024-04-08 10:02:54.841612 root [DEBUG] 2.05E-1 kgCO₂e
2024-04-08 10:02:54.843823 root [DEBUG] ['2.05E-1', 'kgCO₂e']
2024-04-08 10:02:54.991512 root [DEBUG] 3.40E-1 kgCO₂e
2024-04-08 10:02:54.993477 root [DEBUG] ['3.40E-1', 'kgCO₂e']
2024-04-08 10:02:55.136670 root [DEBUG] 5.53E-1 kgCO₂e
2024-04-08 10:02:55.137581 root [DEBUG] ['5.53E-1', 'kgCO₂e']
2024-04-08 10:02:55.299290 root [DEBUG] 3.00E-1 kgCO₂e
2024-04-08 10:02:55.301514 root [DEBUG] ['3.00E-1', 'kgCO₂e']
2024-04-08 10:02:55.446045 root [DEBUG] 7.39E-1 kgCO₂e
2024-04-08 10:02:55.447503 root [DEBUG] ['7.39E-1', 'kgCO₂e']
2024-04-08 10:02:55.600857 root [DEBUG] 4.02E-1 kgCO₂e
2024-04-08 10:02:55.603170 root [DEBUG] ['4.02E-1', 'kgCO₂e']
2024-04-08 10:02:55.745681 root [DEBUG] 2.79E-1 kgCO₂e
2024-04-08 10:02:55.747670 root [DEBUG] ['2.79E-1', 'kgCO₂e']
2024-04-08 10:02:55.890377 root [DEBUG] 8.73E-1 kgCO₂e
2024-04-08 10:02:55.892242 root [DEBUG] ['8.73E-1', 'kgCO₂e']
2024-04-08 10:02:56.035805 root [DEBUG] 5.20E-1 kgCO₂e
2024-04-08 10:02:56.038726 root [DEBUG] ['5.20E-1', 'kgCO₂e']
2024-04-08 10:02:56.179890 root [DEBUG] 7.80E-1 kgCO₂e
2024-04-08 10:02:56.181351 root [DEBUG] ['7.80E-1', 'kgCO₂e']
2024-04-08 10:02:56.342867 root [DEBUG] 9.70E-1 kgCO₂e
2024-04-08 10:02:56.345393 root [DEBUG] ['9.70E-1', 'kgCO₂e']
2024-04-08 10:02:56.552145 root [DEBUG] 2.80E-1 kgCO₂e
2024-04-08 10:02:56.562848 root [DEBUG] ['2.80E-1', 'kgCO₂e']
2024-04-08 10:02:56.718388 root [DEBUG] 8.05E+0 kgCO₂e
2024-04-08 10:02:56.720686 root [DEBUG] ['8.05E+0', 'kgCO₂e']
2024-04-08 10:02:56.870471 root [DEBUG] 1.32E+0 kgCO₂e
2024-04-08 10:02:56.873018 root [DEBUG] ['1.32E+0', 'kgCO₂e']
2024-04-08 10:02:57.025544 root [DEBUG] 5.94E+0 kgCO₂e
2024-04-08 10:02:57.028024 root [DEBUG] ['5.94E+0', 'kgCO₂e']
2024-04-08 10:02:57.176353 root [DEBUG] 1.41E+0 kgCO₂e
2024-04-08 10:02:57.179540 root [DEBUG] ['1.41E+0', 'kgCO₂e']
2024-04-08 10:02:57.334021 root [DEBUG] 1.94E-1 kgCO₂e
2024-04-08 10:02:57.336383 root [DEBUG] ['1.94E-1', 'kgCO₂e']
2024-04-08 10:02:57.488524 root [DEBUG] 1.47E+0 kgCO₂e
2024-04-08 10:02:57.490957 root [DEBUG] ['1.47E+0', 'kgCO₂e']
2024-04-08 10:02:57.662947 root [DEBUG] 3.00E+1 kgCO₂e
2024-04-08 10:02:57.665968 root [DEBUG] ['3.00E+1', 'kgCO₂e']
2024-04-08 10:02:57.832464 root [DEBUG] 2.10E+1 kgCO₂e
2024-04-08 10:02:57.836213 root [DEBUG] ['2.10E+1', 'kgCO₂e']
2024-04-08 10:02:57.993436 root [DEBUG] 1.60E+0 kgCO₂e
2024-04-08 10:02:57.995895 root [DEBUG] ['1.60E+0', 'kgCO₂e']
2024-04-08 10:02:58.142721 root [DEBUG] 1.90E+0 kgCO₂e
2024-04-08 10:02:58.145227 root [DEBUG] ['1.90E+0', 'kgCO₂e']
2024-04-08 10:02:58.290175 root [DEBUG] 2.00E+0 kgCO₂e
2024-04-08 10:02:58.292241 root [DEBUG] ['2.00E+0', 'kgCO₂e']
2024-04-08 10:02:58.448986 root [DEBUG] 1.80E+0 kgCO₂e
2024-04-08 10:02:58.450389 root [DEBUG] ['1.80E+0', 'kgCO₂e']
2024-04-08 10:02:58.593297 root [DEBUG] 6.00E+0 kgCO₂e
2024-04-08 10:02:58.595463 root [DEBUG] ['6.00E+0', 'kgCO₂e']
2024-04-08 10:02:58.753154 root [DEBUG] 3.50E-2 kgCO₂e
2024-04-08 10:02:58.755447 root [DEBUG] ['3.50E-2', 'kgCO₂e']
2024-04-08 10:02:58.927299 root [DEBUG] 2.40E+0 kgCO₂e
2024-04-08 10:02:58.929225 root [DEBUG] ['2.40E+0', 'kgCO₂e']
2024-04-08 10:02:59.087125 root [DEBUG] 1.05E-1 kgCO₂e
2024-04-08 10:02:59.088622 root [DEBUG] ['1.05E-1', 'kgCO₂e']
2024-04-08 10:02:59.234476 root [DEBUG] 1.00E+0 kgCO₂e
2024-04-08 10:02:59.236533 root [DEBUG] ['1.00E+0', 'kgCO₂e']
2024-04-08 10:02:59.384601 root [DEBUG] 1.70E+0 kgCO₂e
2024-04-08 10:02:59.386322 root [DEBUG] ['1.70E+0', 'kgCO₂e']
2024-04-08 10:02:59.538340 root [DEBUG] 3.40E+0 kgCO₂e
2024-04-08 10:02:59.540290 root [DEBUG] ['3.40E+0', 'kgCO₂e']
2024-04-08 10:02:59.683524 root [DEBUG] 4.50E+0 kgCO₂e
2024-04-08 10:02:59.685819 root [DEBUG] ['4.50E+0', 'kgCO₂e']
2024-04-08 10:02:59.841351 root [DEBUG] 5.00E+0 kgCO₂e
2024-04-08 10:02:59.842204 root [DEBUG] ['5.00E+0', 'kgCO₂e']
2024-04-08 10:03:00.000157 root [DEBUG] 3.00E+1 kgCO₂e
2024-04-08 10:03:00.001337 root [DEBUG] ['3.00E+1', 'kgCO₂e']
2024-04-08 10:03:00.149805 root [DEBUG] 3.20E+1 kgCO₂e
2024-04-08 10:03:00.151271 root [DEBUG] ['3.20E+1', 'kgCO₂e']
2024-04-08 10:03:00.295545 root [DEBUG] 3.40E+0 kgCO₂e
2024-04-08 10:03:00.296538 root [DEBUG] ['3.40E+0', 'kgCO₂e']
2024-04-08 10:03:00.441437 root [DEBUG] 3.00E+1 kgCO₂e
2024-04-08 10:03:00.442567 root [DEBUG] ['3.00E+1', 'kgCO₂e']
2024-04-08 10:03:00.600198 root [DEBUG] 1.50E-1 kgCO₂e
2024-04-08 10:03:00.601645 root [DEBUG] ['1.50E-1', 'kgCO₂e']
2024-04-08 10:03:00.764429 root [DEBUG] 1.40E-1 kgCO₂e
2024-04-08 10:03:00.765611 root [DEBUG] ['1.40E-1', 'kgCO₂e']
2024-04-08 10:03:00.911266 root [DEBUG] 2.70E-1 kgCO₂e
2024-04-08 10:03:00.912244 root [DEBUG] ['2.70E-1', 'kgCO₂e']
2024-04-08 10:03:01.057240 root [DEBUG] 6.94E-1 kgCO₂e
2024-04-08 10:03:01.058811 root [DEBUG] ['6.94E-1', 'kgCO₂e']
2024-04-08 10:03:01.219132 root [DEBUG] 3.96E+0 kgCO₂e
2024-04-08 10:03:01.221251 root [DEBUG] ['3.96E+0', 'kgCO₂e']
2024-04-08 10:03:01.372847 root [DEBUG] 6.58E-1 kgCO₂e
2024-04-08 10:03:01.375742 root [DEBUG] ['6.58E-1', 'kgCO₂e']
2024-04-08 10:03:01.530556 root [DEBUG] 7.35E-1 kgCO₂e
2024-04-08 10:03:01.533554 root [DEBUG] ['7.35E-1', 'kgCO₂e']
2024-04-08 10:03:01.684102 root [DEBUG] 3.35E+0 kgCO₂e
2024-04-08 10:03:01.686229 root [DEBUG] ['3.35E+0', 'kgCO₂e']
2024-04-08 10:03:01.841974 root [DEBUG] 3.38E+0 kgCO₂e
2024-04-08 10:03:01.845152 root [DEBUG] ['3.38E+0', 'kgCO₂e']
2024-04-08 10:03:02.000841 root [DEBUG] 3.61E+0 kgCO₂e
2024-04-08 10:03:02.003651 root [DEBUG] ['3.61E+0', 'kgCO₂e']
2024-04-08 10:03:02.150973 root [DEBUG] 3.37E+0 kgCO₂e
2024-04-08 10:03:02.153031 root [DEBUG] ['3.37E+0', 'kgCO₂e']
2024-04-08 10:03:02.311165 root [DEBUG] 3.36E+0 kgCO₂e
2024-04-08 10:03:02.313863 root [DEBUG] ['3.36E+0', 'kgCO₂e']
2024-04-08 10:03:02.484385 root [DEBUG] 1.75E+0 kgCO₂e
2024-04-08 10:03:02.485539 root [DEBUG] ['1.75E+0', 'kgCO₂e']
2024-04-08 10:03:02.632570 root [DEBUG] 2.29E+0 kgCO₂e
2024-04-08 10:03:02.635214 root [DEBUG] ['2.29E+0', 'kgCO₂e']
2024-04-08 10:03:02.786891 root [DEBUG] 4.78E+0 kgCO₂e
2024-04-08 10:03:02.790296 root [DEBUG] ['4.78E+0', 'kgCO₂e']
2024-04-08 10:03:02.947960 root [DEBUG] 4.32E+0 kgCO₂e
2024-04-08 10:03:02.951295 root [DEBUG] ['4.32E+0', 'kgCO₂e']
2024-04-08 10:03:03.104683 root [DEBUG] 1.50E+1 kgCO₂e
2024-04-08 10:03:03.107955 root [DEBUG] ['1.50E+1', 'kgCO₂e']
2024-04-08 10:03:03.278307 root [DEBUG] 3.20E-1 kgCO₂e
2024-04-08 10:03:03.281161 root [DEBUG] ['3.20E-1', 'kgCO₂e']
2024-04-08 10:03:03.488069 root [DEBUG] 1.91E+0 kgCO₂e
2024-04-08 10:03:03.490347 root [DEBUG] ['1.91E+0', 'kgCO₂e']
2024-04-08 10:03:03.647011 root [DEBUG] 1.89E+0 kgCO₂e
2024-04-08 10:03:03.649245 root [DEBUG] ['1.89E+0', 'kgCO₂e']
2024-04-08 10:03:03.826210 root [DEBUG] 8.75E-2 kgCO₂e
2024-04-08 10:03:03.837776 root [DEBUG] ['8.75E-2', 'kgCO₂e']
2024-04-08 10:03:03.985180 root [DEBUG] 8.34E-2 kgCO₂e
2024-04-08 10:03:03.987734 root [DEBUG] ['8.34E-2', 'kgCO₂e']
2024-04-08 10:03:04.133513 root [DEBUG] 8.08E-2 kgCO₂e
2024-04-08 10:03:04.136829 root [DEBUG] ['8.08E-2', 'kgCO₂e']
2024-04-08 10:03:04.282396 root [DEBUG] 8.94E-2 kgCO₂e
2024-04-08 10:03:04.284287 root [DEBUG] ['8.94E-2', 'kgCO₂e']
2024-04-08 10:03:04.433376 root [DEBUG] 8.37E-2 kgCO₂e
2024-04-08 10:03:04.435481 root [DEBUG] ['8.37E-2', 'kgCO₂e']
2024-04-08 10:03:04.620003 root [DEBUG] 9.64E-1 kgCO₂e
2024-04-08 10:03:04.622884 root [DEBUG] ['9.64E-1', 'kgCO₂e']
2024-04-08 10:03:04.798835 root [DEBUG] 1.57E+2 kgCO₂e
2024-04-08 10:03:04.801468 root [DEBUG] ['1.57E+2', 'kgCO₂e']
2024-04-08 10:03:04.950643 root [DEBUG] 3.17E+2 kgCO₂e
2024-04-08 10:03:04.951719 root [DEBUG] ['3.17E+2', 'kgCO₂e']
2024-04-08 10:03:05.109843 root [DEBUG] 2.17E+2 kgCO₂e
2024-04-08 10:03:05.112139 root [DEBUG] ['2.17E+2', 'kgCO₂e']
2024-04-08 10:03:05.257448 root [DEBUG] 2.56E+2 kgCO₂e
2024-04-08 10:03:05.259278 root [DEBUG] ['2.56E+2', 'kgCO₂e']
2024-04-08 10:03:05.405850 root [DEBUG] 2.56E+2 kgCO₂e
2024-04-08 10:03:05.410196 root [DEBUG] ['2.56E+2', 'kgCO₂e']
2024-04-08 10:03:05.593313 root [DEBUG] 3.10E+2 kgCO₂e
2024-04-08 10:03:05.595495 root [DEBUG] ['3.10E+2', 'kgCO₂e']
2024-04-08 10:03:05.760640 root [DEBUG] 3.20E+2 kgCO₂e
2024-04-08 10:03:05.761564 root [DEBUG] ['3.20E+2', 'kgCO₂e']
2024-04-08 10:03:05.908818 root [DEBUG] 3.59E+2 kgCO₂e
2024-04-08 10:03:05.910499 root [DEBUG] ['3.59E+2', 'kgCO₂e']
2024-04-08 10:03:06.059500 root [DEBUG] 2.82E+2 kgCO₂e
2024-04-08 10:03:06.060428 root [DEBUG] ['2.82E+2', 'kgCO₂e']
2024-04-08 10:03:06.215346 root [DEBUG] 3.41E+2 kgCO₂e
2024-04-08 10:03:06.217861 root [DEBUG] ['3.41E+2', 'kgCO₂e']
2024-04-08 10:03:06.365815 root [DEBUG] 3.35E+2 kgCO₂e
2024-04-08 10:03:06.368306 root [DEBUG] ['3.35E+2', 'kgCO₂e']
2024-04-08 10:03:06.520428 root [DEBUG] 3.53E+2 kgCO₂e
2024-04-08 10:03:06.521613 root [DEBUG] ['3.53E+2', 'kgCO₂e']
2024-04-08 10:03:06.681250 root [DEBUG] 3.06E+2 kgCO₂e
2024-04-08 10:03:06.682296 root [DEBUG] ['3.06E+2', 'kgCO₂e']
2024-04-08 10:03:06.837635 root [DEBUG] 3.55E+2 kgCO₂e
2024-04-08 10:03:06.838458 root [DEBUG] ['3.55E+2', 'kgCO₂e']
2024-04-08 10:03:06.985231 root [DEBUG] 3.67E+2 kgCO₂e
2024-04-08 10:03:06.987838 root [DEBUG] ['3.67E+2', 'kgCO₂e']
2024-04-08 10:03:07.135228 root [DEBUG] 3.93E+2 kgCO₂e
2024-04-08 10:03:07.136327 root [DEBUG] ['3.93E+2', 'kgCO₂e']
2024-04-08 10:03:07.289314 root [DEBUG] 4.30E+2 kgCO₂e
2024-04-08 10:03:07.291891 root [DEBUG] ['4.30E+2', 'kgCO₂e']
2024-04-08 10:03:07.443716 root [DEBUG] 4.64E+2 kgCO₂e
2024-04-08 10:03:07.444644 root [DEBUG] ['4.64E+2', 'kgCO₂e']
2024-04-08 10:03:07.596220 root [DEBUG] 4.83E+2 kgCO₂e
2024-04-08 10:03:07.597486 root [DEBUG] ['4.83E+2', 'kgCO₂e']
2024-04-08 10:03:07.755330 root [DEBUG] 2.93E+0 kgCO₂e
2024-04-08 10:03:07.756916 root [DEBUG] ['2.93E+0', 'kgCO₂e']
2024-04-08 10:03:07.902440 root [DEBUG] 4.93E+2 kgCO₂e
2024-04-08 10:03:07.903965 root [DEBUG] ['4.93E+2', 'kgCO₂e']
2024-04-08 10:03:08.086797 root [DEBUG] 7.77E-2 kgCO₂e
2024-04-08 10:03:08.088743 root [DEBUG] ['7.77E-2', 'kgCO₂e']
2024-04-08 10:03:08.233649 root [DEBUG] 9.68E-2 kgCO₂e
2024-04-08 10:03:08.235258 root [DEBUG] ['9.68E-2', 'kgCO₂e']
2024-04-08 10:03:08.378363 root [DEBUG] 1.01E-1 kgCO₂e
2024-04-08 10:03:08.380319 root [DEBUG] ['1.01E-1', 'kgCO₂e']
2024-04-08 10:03:08.525238 root [DEBUG] 7.70E-2 kgCO₂e
2024-04-08 10:03:08.526720 root [DEBUG] ['7.70E-2', 'kgCO₂e']
2024-04-08 10:03:08.684178 root [DEBUG] 9.24E-2 kgCO₂e
2024-04-08 10:03:08.685997 root [DEBUG] ['9.24E-2', 'kgCO₂e']
2024-04-08 10:03:08.824134 root [DEBUG] 9.68E-2 kgCO₂e
2024-04-08 10:03:08.826265 root [DEBUG] ['9.68E-2', 'kgCO₂e']
2024-04-08 10:03:08.975141 root [DEBUG] 1.34E-1 kgCO₂e
2024-04-08 10:03:08.976261 root [DEBUG] ['1.34E-1', 'kgCO₂e']
2024-04-08 10:03:09.123404 root [DEBUG] 2.85E+0 kgCO₂e
2024-04-08 10:03:09.124523 root [DEBUG] ['2.85E+0', 'kgCO₂e']
2024-04-08 10:03:09.271417 root [DEBUG] 4.18E+2 kgCO₂e
2024-04-08 10:03:09.272559 root [DEBUG] ['4.18E+2', 'kgCO₂e']
2024-04-08 10:03:09.417408 root [DEBUG] 3.20E+2 kgCO₂e
2024-04-08 10:03:09.418679 root [DEBUG] ['3.20E+2', 'kgCO₂e']
2024-04-08 10:03:09.561185 root [DEBUG] 3.02E+0 kgCO₂e
2024-04-08 10:03:09.563338 root [DEBUG] ['3.02E+0', 'kgCO₂e']
2024-04-08 10:03:09.714583 root [DEBUG] 2.60E+0 kgCO₂e
2024-04-08 10:03:09.716721 root [DEBUG] ['2.60E+0', 'kgCO₂e']
2024-04-08 10:03:09.878729 root [DEBUG] 2.25E+0 kgCO₂e
2024-04-08 10:03:09.880829 root [DEBUG] ['2.25E+0', 'kgCO₂e']
2024-04-08 10:03:10.046975 root [DEBUG] 2.98E+0 kgCO₂e
2024-04-08 10:03:10.049075 root [DEBUG] ['2.98E+0', 'kgCO₂e']
2024-04-08 10:03:10.201056 root [DEBUG] 1.05E+0 kgCO₂e
2024-04-08 10:03:10.203185 root [DEBUG] ['1.05E+0', 'kgCO₂e']
2024-04-08 10:03:10.348424 root [DEBUG] 2.99E-1 kgCO₂e
2024-04-08 10:03:10.351815 root [DEBUG] ['2.99E-1', 'kgCO₂e']
2024-04-08 10:03:10.492944 root [DEBUG] 5.70E-1 kgCO₂e
2024-04-08 10:03:10.494954 root [DEBUG] ['5.70E-1', 'kgCO₂e']
2024-04-08 10:03:10.644076 root [DEBUG] 5.31E-1 kgCO₂e
2024-04-08 10:03:10.645122 root [DEBUG] ['5.31E-1', 'kgCO₂e']
2024-04-08 10:03:10.793314 root [DEBUG] 5.24E-1 kgCO₂e
2024-04-08 10:03:10.794710 root [DEBUG] ['5.24E-1', 'kgCO₂e']
2024-04-08 10:03:10.943321 root [DEBUG] 1.96E+0 kgCO₂e
2024-04-08 10:03:10.945332 root [DEBUG] ['1.96E+0', 'kgCO₂e']
2024-04-08 10:03:11.084917 root [DEBUG] 3.75E+0 kgCO₂e
2024-04-08 10:03:11.087086 root [DEBUG] ['3.75E+0', 'kgCO₂e']
2024-04-08 10:03:11.239611 root [DEBUG] 3.07E+0 kgCO₂e
2024-04-08 10:03:11.241194 root [DEBUG] ['3.07E+0', 'kgCO₂e']
2024-04-08 10:03:11.385321 root [DEBUG] 1.24E+1 kgCO₂e
2024-04-08 10:03:11.388016 root [DEBUG] ['1.24E+1', 'kgCO₂e']
2024-04-08 10:03:11.528013 root [DEBUG] 1.01E+0 kgCO₂e
2024-04-08 10:03:11.529238 root [DEBUG] ['1.01E+0', 'kgCO₂e']
2024-04-08 10:03:11.675686 root [DEBUG] 1.57E+0 kgCO₂e
2024-04-08 10:03:11.677129 root [DEBUG] ['1.57E+0', 'kgCO₂e']
2024-04-08 10:03:11.819911 root [DEBUG] 9.36E-2 kgCO₂e
2024-04-08 10:03:11.822405 root [DEBUG] ['9.36E-2', 'kgCO₂e']
2024-04-08 10:03:11.965204 root [DEBUG] 7.35E-1 kgCO₂e
2024-04-08 10:03:11.967031 root [DEBUG] ['7.35E-1', 'kgCO₂e']
2024-04-08 10:03:12.117896 root [DEBUG] 3.35E+0 kgCO₂e
2024-04-08 10:03:12.119550 root [DEBUG] ['3.35E+0', 'kgCO₂e']
2024-04-08 10:03:12.295014 root [DEBUG] 6.88E+0 kgCO₂e
